,Date,Shift,Furnace_ID,Furnace_Type,Batch_Type,Production_Output (tons),Energy_Consumption (kWh),Furnace_Temperature (°C),Annealing_Time (hrs),Downtime (hrs),Ambient_Temperature (°C),Recycled_Content (%),Energy_Rating,Maintenance_Flag,Fuel_Type,Glass_Thickness (mm),Production_Target (tons),Defects_Percentage (%),Melting_Time (hrs),Cooling_Energy (kWh)
713,30-01-2023 17.00,Night,Furnace_10,Electric,Lead,129.83,1152.81,1633.4,3.2,3.83,36.7,39.0,B,No,Electricity,13.18,67.07,8.19,22.2,222.14
714,30-01-2023 18.00,Afternoon,Furnace_1,Gas,Lead,51.64,3364.53,1425.1,3.65,3.23,15.7,67.0,B,No,Natural Gas,8.69,168.72,2.07,14.3,242.05
715,30-01-2023 19.00,Night,Furnace_5,Electric,Borosilicate,154.97,3052.42,1546.3,0.59,0.76,31.8,5.0,A,Yes,Natural Gas,10.65,73.22,7.34,16.35,851.68
716,30-01-2023 20.00,Night,Furnace_9,Electric,Lead,63.01,3332.86,1462.4,1.55,4.75,21.2,49.0,A,Yes,Natural Gas,12.69,173.34,1.33,18.6,191.64
717,30-01-2023 21.00,Morning,Furnace_1,Electric,Borosilicate,25.26,1442.82,1632.5,3.76,4.77,30.0,51.0,C,Yes,Electricity,8.48,51.38,1.78,11.3,263.05
718,30-01-2023 22.00,Morning,Furnace_4,Electric,Borosilicate,72.01,2285.6,1606.8,1.13,0.29,36.8,12.0,C,No,Natural Gas,7.03,116.245,7.61,23.7,583.59
719,30-01-2023 23.00,Morning,Furnace_9,Hybrid,Borosilicate,35.94,2256.9,1489.7,1.01,3.2,33.3,72.0,A,Yes,Natural Gas,4.8,125.07,4.22,16.35,4080.2
720,31-01-2023 0.00,Afternoon,Furnace_10,Electric,Borosilicate,69.58,1009.33,1524.0,1.94,2.14,31.9,60.0,B,Yes,Natural Gas,5.82,82.82,3.46,16.5,687.43
721,31-01-2023 1.00,Morning,Furnace_7,Gas,Soda-lime,194.9,611.25,1485.0,1.83,3.92,27.5,49.0,A,No,Natural Gas,11.03,65.13,0.93,12.8,564.095
722,31-01-2023 2.00,Night,Furnace_5,Gas,Lead,114.55,4106.56,1596.6,3.17,4.55,38.6,62.0,A,Yes,Natural Gas,5.31,54.01,1.91,20.0,662.39
723,31-01-2023 3.00,Night,Furnace_7,Gas,Borosilicate,73.56,2968.16,1542.8,1.49,5.3,28.9,2.0,A,Yes,Natural Gas,12.26,46.55,8.45,15.6,445.64
724,31-01-2023 4.00,Afternoon,Furnace_4,Gas,Borosilicate,45.86,1508.49,1539.7,1.14,4.38,21.0,65.0,C,No,Electricity,8.69,108.44,3.58,10.4,560.63
725,31-01-2023 5.00,Night,Furnace_8,Gas,Borosilicate,85.96,4408.86,1613.4,2.41,2.52,37.3,66.0,A,Yes,Natural Gas,2.8,165.75,1.42,18.3,775.97
726,31-01-2023 6.00,Afternoon,Furnace_2,Electric,Borosilicate,31.72,4098.71,1660.9,2.74,2.19,16.5,35.0,B,Yes,Electricity,13.87,147.45,2.56,20.8,122.03
727,31-01-2023 7.00,Morning,Furnace_6,Electric,Soda-lime,152.16,4417.46,1686.0,3.41,3.63,32.5,23.0,B,No,Electricity,2.61,181.25,1.65,13.6,239.12
728,31-01-2023 8.00,Morning,Furnace_9,Hybrid,Lead,91.48,1041.75,1539.7,0.58,0.42,22.1,39.0,C,Yes,Electricity,13.47,136.8,6.88,17.4,564.095
729,31-01-2023 9.00,Morning,Furnace_6,Hybrid,Lead,142.52,2913.91,1631.8,2.07,2.615,18.5,7.0,A,Yes,Electricity,12.27,88.64,2.0,16.6,668.06
730,31-01-2023 10.00,Night,Furnace_9,Gas,Lead,37.0,3032.01,1452.6,3.43,2.615,21.5,60.0,B,Yes,Electricity,8.69,145.57,8.49,15.9,218.51
731,31-01-2023 11.00,Morning,Furnace_5,Hybrid,Borosilicate,46.12,4942.19,1527.5,1.7,0.3,22.7,10.0,C,Yes,Natural Gas,9.85,116.245,5.24,8.1,805.21
732,31-01-2023 12.00,Night,Furnace_10,Electric,Lead,180.55,3449.98,1426.3,2.33,1.9,24.2,34.0,A,Yes,Electricity,2.69,65.96,2.85,22.0,144.2
733,31-01-2023 13.00,Night,Furnace_1,Gas,Borosilicate,189.78,698.25,1452.9,1.04,2.03,29.6,17.0,B,Yes,Natural Gas,10.35,195.85,6.26,16.35,445.3
734,31-01-2023 14.00,Afternoon,Furnace_8,Electric,Soda-lime,33.81,2852.54,1583.8,3.34,2.37,23.6,15.0,C,No,Electricity,4.25,199.87,0.11,18.9,766.51
735,31-01-2023 15.00,Afternoon,Furnace_8,Gas,Lead,147.0,940.66,1597.1,2.53,3.97,17.7,71.0,A,Yes,Natural Gas,6.42,116.245,7.77,19.1,473.66
736,31-01-2023 16.00,Morning,Furnace_10,Gas,Borosilicate,189.03,1610.55,1427.3,2.83,1.09,24.1,62.0,B,Yes,Electricity,7.17,52.68,2.86,12.5,550.52
737,31-01-2023 17.00,Afternoon,Furnace_8,Gas,Borosilicate,113.10499999999999,677.66,1649.0,2.64,2.95,31.8,11.0,C,Yes,Electricity,58.4,165.93,3.87,18.6,647.58
738,31-01-2023 18.00,Afternoon,Furnace_9,Hybrid,Soda-lime,143.78,2913.91,1505.8,3.07,1.63,37.7,49.0,A,No,Natural Gas,12.34,116.245,7.93,21.5,506.63
739,31-01-2023 19.00,Afternoon,Furnace_3,Electric,Soda-lime,180.69,2913.91,1605.3,1.44,3.74,15.6,78.0,B,Yes,Natural Gas,12.1,116.245,8.44,16.35,358.33
740,31-01-2023 20.00,Morning,Furnace_6,Gas,Soda-lime,113.10499999999999,1616.75,1641.4,3.69,3.48,29.3,20.0,A,No,Natural Gas,10.25,94.64,7.1,16.8,242.31
741,31-01-2023 21.00,Afternoon,Furnace_10,Electric,Lead,149.67,3209.89,1605.9,2.02,4.48,30.3,11.0,A,Yes,Electricity,3.28,146.22,3.27,22.5,174.95
742,31-01-2023 22.00,Afternoon,Furnace_3,Electric,Borosilicate,60.58,533.63,1647.6,3.18,1.89,22.4,24.0,B,No,Natural Gas,2.97,94.29,4.84,19.3,520.78
743,31-01-2023 23.00,Afternoon,Furnace_10,Gas,Soda-lime,142.48,2979.61,1421.7,3.76,2.57,21.4,80.0,B,Yes,Natural Gas,2.94,36.15,9.9,13.0,830.17
744,01-02-2023 0.00,Morning,Furnace_5,Electric,Soda-lime,38.83,515.04,1619.0,1.16,4.92,24.0,63.0,B,No,Natural Gas,10.41,163.1,4.17,11.4,642.43
745,01-02-2023 1.00,Afternoon,Furnace_10,Hybrid,Borosilicate,138.81,2913.91,1512.8,2.89,4.0,38.6,57.0,C,Yes,Electricity,7.45,82.34,5.17,18.8,895.64
746,01-02-2023 2.00,Morning,Furnace_2,Hybrid,Lead,25.07,4790.59,1438.2,3.66,4.4,22.5,24.0,A,Yes,Natural Gas,6.57,175.39,9.64,9.3,436.62
747,01-02-2023 3.00,Morning,Furnace_8,Hybrid,Borosilicate,167.22,919.87,1466.5,1.94,2.6,26.6,35.0,B,No,Natural Gas,4.58,82.3,7.33,11.2,472.33
748,01-02-2023 4.00,Afternoon,Furnace_1,Electric,Borosilicate,114.63,4758.04,1427.2,2.28,0.89,19.1,4.0,A,Yes,Electricity,14.55,139.52,7.45,21.0,581.14
749,01-02-2023 5.00,Night,Furnace_1,Gas,Lead,132.96,982.45,1528.0,1.44,2.71,25.4,63.0,B,No,Natural Gas,11.21,61.74,4.84,17.7,312.1
750,01-02-2023 6.00,Morning,Furnace_1,Hybrid,Lead,167.24,1653.32,1420.9,2.33,0.51,26.4,5.0,A,No,Natural Gas,11.14,172.68,6.58,17.3,368.98
751,01-02-2023 7.00,Morning,Furnace_3,Electric,Soda-lime,52.2,2138.39,1465.1,3.87,2.615,33.3,56.0,B,Yes,Natural Gas,3.68,176.59,2.8,12.0,533.19
752,01-02-2023 8.00,Morning,Furnace_5,Hybrid,Lead,77.4,2330.45,1679.0,1.66,1.28,37.7,27.0,C,Yes,Electricity,5.11,43.24,5.56,22.6,530.78
753,01-02-2023 9.00,Night,Furnace_2,Hybrid,Soda-lime,103.54,1678.82,1588.3,1.18,2.37,19.2,72.0,A,No,Natural Gas,14.61,173.08,8.53,174.0,2403.3
754,01-02-2023 10.00,Afternoon,Furnace_8,Electric,Borosilicate,56.98,4393.13,1464.6,3.77,4.42,16.1,15.0,C,No,Electricity,12.13,61.1,1.08,15.1,638.93
755,01-02-2023 11.00,Morning,Furnace_7,Hybrid,Lead,51.23,3625.4,1572.1,3.19,3.29,39.3,19.0,C,No,Natural Gas,13.01,124.45,3.77,11.2,283.31
756,01-02-2023 12.00,Night,Furnace_1,Hybrid,Soda-lime,67.86,4374.45,1542.6,1.56,3.97,31.7,39.0,B,No,Natural Gas,8.69,43.28,7.37,11.5,225.11
757,01-02-2023 13.00,Morning,Furnace_3,Hybrid,Borosilicate,56.61,1443.05,1459.3,0.96,2.61,20.8,39.0,B,Yes,Natural Gas,9.62,159.87,5.18,14.8,895.4
758,01-02-2023 14.00,Night,Furnace_5,Electric,Borosilicate,29.86,1655.06,1641.1,32.7,2.07,25.6,36.0,A,Yes,Electricity,13.94,83.52,7.5,17.5,534.82
759,01-02-2023 15.00,Afternoon,Furnace_6,Electric,Lead,188.56,1872.45,1643.0,1.64,2.47,17.3,80.0,A,No,Natural Gas,25.1,60.15,8.1,20.6,978.49
760,01-02-2023 16.00,Afternoon,Furnace_4,Hybrid,Soda-lime,87.06,3608.3,1634.5,2.51,2.99,17.8,80.0,A,No,Electricity,6.25,141.34,2.09,23.3,564.095
761,01-02-2023 17.00,Night,Furnace_2,Gas,Soda-lime,113.10499999999999,4601.23,1610.2,0.67,2.61,27.3,47.0,C,Yes,Electricity,10.39,130.79,6.73,20.1,946.94
762,01-02-2023 18.00,Night,Furnace_6,Gas,Borosilicate,187.45,2196.16,1679.6,3.89,0.87,16.2,75.0,A,Yes,Electricity,4.18,168.96,1.58,12.9,392.37
763,01-02-2023 19.00,Night,Furnace_4,Gas,Lead,48.46,1176.25,1637.5,1.5,2.28,31.8,77.0,A,Yes,Electricity,13.22,50.13,9.44,8.3,841.01
764,01-02-2023 20.00,Afternoon,Furnace_5,Gas,Soda-lime,36.31,2682.33,1585.2,3.68,1.2,17.2,32.0,A,No,Electricity,8.71,49.57,4.84,14.1,224.26
765,01-02-2023 21.00,Morning,Furnace_6,Hybrid,Soda-lime,102.13,2061.69,1495.8,2.76,3.19,33.0,24.0,B,No,Natural Gas,4.44,118.34,3.42,14.9,171.67
766,01-02-2023 22.00,Morning,Furnace_7,Electric,Borosilicate,70.17,4075.48,1403.2,2.33,2.615,36.0,17.0,B,Yes,Electricity,10.89,87.44,4.84,13.5,265.14
767,01-02-2023 23.00,Morning,Furnace_4,Hybrid,Lead,64.25,4503.93,1423.9,2.58,4.73,18.8,8.0,B,No,Electricity,8.14,101.65,9.51,8.4,687.3
768,02-02-2023 0.00,Morning,Furnace_1,Hybrid,Lead,119.67,621.83,1528.5,2.45,2.81,30.0,70.0,A,Yes,Electricity,10.59,149.21,9.78,18.9,707.75
769,02-02-2023 1.00,Afternoon,Furnace_3,Electric,Soda-lime,161.32,4455.92,1482.7,2.33,2.36,35.9,6.0,A,No,Electricity,13.46,170.08,4.48,18.8,206.5
770,02-02-2023 2.00,Night,Furnace_7,Gas,Soda-lime,127.5,2911.81,1516.2,3.21,3.6,20.6,56.0,A,No,Electricity,10.4,171.7,8.46,16.35,869.22
771,02-02-2023 3.00,Morning,Furnace_2,Gas,Soda-lime,21.01,2147.66,1681.9,2.82,4.79,18.7,5.0,B,Yes,Electricity,8.69,628.1,7.41,22.5,370.79
772,02-02-2023 4.00,Afternoon,Furnace_3,Electric,Borosilicate,166.5,1591.86,1641.6,3.19,2.8,21.8,13.0,B,No,Natural Gas,10.74,30.43,3.15,13.0,738.39
773,02-02-2023 5.00,Afternoon,Furnace_2,Hybrid,Lead,20.32,17258.4,1530.9,2.06,4.59,30.1,57.0,B,Yes,Natural Gas,5.06,152.7,5.87,15.7,320.86
774,02-02-2023 6.00,Night,Furnace_10,Electric,Lead,135.29,2523.6,1418.7,3.01,4.24,39.9,65.0,C,Yes,Natural Gas,11.29,67.94,5.74,17.4,166.46
775,02-02-2023 7.00,Afternoon,Furnace_8,Electric,Lead,104.11,3143.59,1522.8,3.61,4.08,22.3,31.0,C,No,Electricity,13.92,116.87,0.07,10.9,423.75
776,02-02-2023 8.00,Night,Furnace_8,Gas,Borosilicate,172.93,913.23,1548.3,2.25,4.56,16.0,50.0,A,No,Natural Gas,8.78,90.32,8.17,22.1,605.56
777,02-02-2023 9.00,Night,Furnace_6,Gas,Borosilicate,1103.2,2909.21,1495.6,1.09,4.94,34.8,30.0,B,No,Electricity,12.47,45.38,6.55,16.35,923.97
778,02-02-2023 10.00,Morning,Furnace_5,Electric,Borosilicate,65.36,1516.04,1684.4,1.21,2.02,38.6,64.0,A,No,Natural Gas,5.86,103.61,6.72,20.7,290.77
779,02-02-2023 11.00,Night,Furnace_3,Hybrid,Borosilicate,71.06,1492.88,1552.6,2.5,0.55,22.0,66.0,A,No,Electricity,11.96,961.1,2.36,19.3,619.53
780,02-02-2023 12.00,Morning,Furnace_5,Electric,Lead,194.1,4344.5,1441.5,2.79,3.61,27.5,45.0,B,Yes,Natural Gas,10.15,182.15,2.89,20.8,464.62
781,02-02-2023 13.00,Night,Furnace_8,Hybrid,Borosilicate,56.05,3597.45,1697.3,2.33,3.11,16.8,42.0,B,Yes,Electricity,8.69,135.96,5.32,8.4,839.94
782,02-02-2023 14.00,Morning,Furnace_7,Hybrid,Soda-lime,59.88,4568.67,1446.6,3.0,1.75,26.0,39.0,C,Yes,Natural Gas,10.56,128.45,4.42,9.8,682.06
783,02-02-2023 15.00,Afternoon,Furnace_10,Hybrid,Soda-lime,197.09,1430.07,14028.0,3.34,1.64,18.7,61.0,C,Yes,Electricity,5.67,48.41,1.34,17.4,564.095
784,02-02-2023 16.00,Morning,Furnace_3,Gas,Lead,175.97,3925.5,1519.2,3.38,4.44,31.0,750.0,C,No,Natural Gas,4.78,30.07,7.11,13.9,284.93
785,02-02-2023 17.00,Night,Furnace_3,Gas,Borosilicate,91.95,4154.84,1497.3,1.71,3.12,24.4,54.0,C,Yes,Natural Gas,12.85,44.75,5.48,20.9,952.57
786,02-02-2023 18.00,Afternoon,Furnace_7,Gas,Lead,150.8,1114.53,1513.8,3.41,4.61,16.4,60.0,C,Yes,Electricity,7.67,195.85,1.57,11.7,622.29
787,02-02-2023 19.00,Morning,Furnace_8,Hybrid,Soda-lime,96.83,4139.03,1656.5,1.38,4.89,16.4,54.0,C,Yes,Electricity,10.35,66.64,7.63,18.4,217.58
788,02-02-2023 20.00,Morning,Furnace_7,Electric,Borosilicate,154.99,820.34,1517.3,1.15,3.35,29.7,3.0,B,No,Electricity,5.14,116.245,8.87,21.5,153.52
789,02-02-2023 21.00,Afternoon,Furnace_1,Gas,Borosilicate,188.01,991.78,15151.0,0.95,45.5,35.5,21.0,B,No,Electricity,7.36,1376.1,1.76,16.35,705.4
790,02-02-2023 22.00,Afternoon,Furnace_8,Electric,Soda-lime,23.7,3240.79,1600.4,0.89,4.33,16.5,60.0,A,No,Natural Gas,8.69,197.72,6.44,13.8,248.77
791,02-02-2023 23.00,Morning,Furnace_5,Electric,Borosilicate,195.09,4908.17,1636.8,3.74,0.29,33.5,0.0,A,Yes,Natural Gas,8.69,127.6,4.84,10.8,509.6
792,03-02-2023 0.00,Morning,Furnace_5,Hybrid,Lead,52.77,3325.72,1522.7,3.64,4.79,37.0,57.0,C,Yes,Natural Gas,13.94,173.35,6.01,17.7,217.08
793,03-02-2023 1.00,Afternoon,Furnace_4,Hybrid,Lead,102.63,935.89,1536.5,3.8,0.09,29.7,38.0,C,Yes,Electricity,6.71,37.3,3.88,16.3,695.23
794,03-02-2023 2.00,Night,Furnace_4,Electric,Borosilicate,133.91,3721.14,1460.5,3.64,0.8,18.1,13.0,B,Yes,Natural Gas,11.37,170.68,3.56,10.2,202.92
795,03-02-2023 3.00,Morning,Furnace_9,Hybrid,Soda-lime,23.64,3041.46,1552.6,1.38,3.59,31.5,65.0,B,No,Natural Gas,11.3,112.04,1.99,10.7,268.69
796,03-02-2023 4.00,Morning,Furnace_8,Gas,Soda-lime,39.71,3240.43,1626.2,2.37,3.85,15.6,50.0,C,No,Electricity,13.89,642.1,1.08,13.8,704.5
797,03-02-2023 5.00,Afternoon,Furnace_5,Hybrid,Soda-lime,182.61,4918.55,1538.0,3.1,3.01,16.9,44.0,B,Yes,Natural Gas,2.77,138.02,28.4,23.8,514.58
798,03-02-2023 6.00,Morning,Furnace_5,Hybrid,Lead,154.43,1436.97,1522.1,3.88,1.89,34.0,79.0,C,Yes,Natural Gas,12.5,116.245,0.08,16.35,616.24
799,03-02-2023 7.00,Night,Furnace_7,Hybrid,Lead,93.69,2578.06,1506.7,1.31,3.21,22.2,34.0,C,No,Electricity,6.71,176.78,7.09,16.8,855.45
800,03-02-2023 8.00,Afternoon,Furnace_10,Gas,Lead,112.6,12642.5,1528.0,3.11,3.53,23.7,79.0,B,No,Natural Gas,13.11,109.2,5.43,16.35,271.4
801,03-02-2023 9.00,Afternoon,Furnace_5,Electric,Borosilicate,189.23,4059.83,1697.4,3.76,1.72,18.4,4.0,A,No,Natural Gas,8.71,163.01,5.9,16.35,227.24
802,03-02-2023 10.00,Afternoon,Furnace_6,Electric,Soda-lime,39.22,2943.98,1607.0,2.64,4.26,36.9,12.0,C,Yes,Natural Gas,7.07,83.5,8.1,13.2,589.06
803,03-02-2023 11.00,Afternoon,Furnace_2,Hybrid,Borosilicate,869.3,1358.89,1674.1,2.33,3.0,19.4,35.0,B,No,Electricity,7.75,159.86,7.98,12.4,483.0
804,03-02-2023 12.00,Night,Furnace_9,Gas,Soda-lime,119.12,4745.9,1513.0,0.98,4.81,21.4,39.0,A,No,Natural Gas,10.93,167.08,1.74,20.0,904.53
805,03-02-2023 13.00,Afternoon,Furnace_10,Electric,Borosilicate,63.15,1252.2,1474.1,2.4,0.84,16.4,69.0,C,No,Natural Gas,12.97,54.55,2.13,17.9,276.2
806,03-02-2023 14.00,Afternoon,Furnace_3,Hybrid,Lead,159.93,3410.39,1698.0,3.71,3.85,28.6,48.0,A,Yes,Natural Gas,10.35,116.21,4.31,13.5,639.1
807,03-02-2023 15.00,Night,Furnace_7,Hybrid,Borosilicate,51.65,850.84,1634.4,0.79,4.08,16.2,2.0,A,Yes,Natural Gas,14.94,71.42,9.31,13.3,934.63
808,03-02-2023 16.00,Morning,Furnace_7,Gas,Lead,138.54,3985.29,1416.4,1.98,1.54,24.8,80.0,B,Yes,Natural Gas,2.31,116.245,4.44,23.3,886.26
809,03-02-2023 17.00,Morning,Furnace_9,Hybrid,Lead,139.25,1549.55,1430.6,0.89,4.44,19.6,23.0,B,Yes,Natural Gas,14.32,136.61,2.78,18.5,154.18
810,03-02-2023 18.00,Afternoon,Furnace_4,Electric,Soda-lime,49.25,1590.01,1467.2,1.71,2.1,26.5,59.0,C,Yes,Natural Gas,11.18,112.58,5.07,15.8,545.04
811,03-02-2023 19.00,Afternoon,Furnace_8,Hybrid,Borosilicate,113.10499999999999,846.02,1648.0,3.97,3.68,15.7,57.0,B,Yes,Natural Gas,7.48,66.73,0.21,16.35,506.06
812,03-02-2023 20.00,Morning,Furnace_9,Hybrid,Soda-lime,118.73,2913.91,1618.9,3.94,3.41,39.4,78.0,A,No,Natural Gas,5.88,89.6,9.9,10.3,861.85
813,03-02-2023 21.00,Afternoon,Furnace_5,Gas,Soda-lime,36.27,4742.3,1518.0,3.38,0.41,26.2,41.0,A,Yes,Natural Gas,6.48,184.78,3.58,17.0,838.47
814,03-02-2023 22.00,Night,Furnace_3,Gas,Lead,30.8,1745.62,1480.5,5.6,1.74,35.8,28.0,B,No,Natural Gas,14.14,100.81,4.84,23.7,564.095
815,03-02-2023 23.00,Morning,Furnace_9,Gas,Soda-lime,54.59,3406.76,1430.6,3.13,4.32,28.0,14.0,C,No,Natural Gas,10.58,120.04,4.84,11.5,656.07
816,04-02-2023 0.00,Morning,Furnace_1,Electric,Lead,139.1,660.6,1627.6,0.71,2.77,18.1,6.0,A,No,Electricity,2.92,185.03,5.08,17.6,572.77
817,04-02-2023 1.00,Night,Furnace_1,Electric,Soda-lime,37.12,2864.75,1513.0,2.36,3.56,29.9,72.0,A,Yes,Electricity,6.05,91.83,7.5,12.8,564.095
818,04-02-2023 2.00,Afternoon,Furnace_1,Gas,Soda-lime,190.09,3414.63,1625.3,3.36,2.615,26.1,3.0,B,Yes,Natural Gas,7.25,162.2,6.52,21.3,277.6
819,04-02-2023 3.00,Night,Furnace_8,Electric,Lead,72.31,3155.87,1410.0,3.84,4.47,26.0,57.0,A,Yes,Electricity,7.52,65.86,1.77,10.3,414.55
820,04-02-2023 4.00,Morning,Furnace_6,Electric,Borosilicate,134.77,4169.06,1440.6,2.21,1.04,32.3,58.0,C,Yes,Natural Gas,2.53,76.14,9.91,9.5,497.15
821,04-02-2023 5.00,Afternoon,Furnace_7,Hybrid,Lead,112.01,2377.0,1502.9,1.15,2.615,39.6,10.0,C,Yes,Electricity,14.37,111.04,2.38,22.5,480.35
822,04-02-2023 6.00,Night,Furnace_10,Gas,Lead,188.78,735.66,1552.6,3.15,28.2,25.5,35.0,C,Yes,Electricity,14.25,116.245,4.18,15.9,859.14
823,04-02-2023 7.00,Morning,Furnace_8,Gas,Lead,181.97,3973.23,1459.4,1.31,1.09,27.6,47.0,C,No,Natural Gas,10.03,54.13,4.22,13.9,414.08
824,04-02-2023 8.00,Afternoon,Furnace_9,Hybrid,Lead,22.49,2242.61,1677.5,2.54,3.01,32.2,52.0,B,No,Electricity,9.17,1519.0,8.13,23.5,677.12
825,04-02-2023 9.00,Morning,Furnace_6,Electric,Soda-lime,125.05,2689.33,1433.8,1.63,0.67,25.8,79.0,A,Yes,Natural Gas,8.69,82.08,9.99,14.0,911.47
826,04-02-2023 10.00,Night,Furnace_2,Hybrid,Lead,170.21,2789.25,15258.0,3.76,0.03,38.7,59.0,A,Yes,Natural Gas,2.01,150.33,9.91,8.4,514.84
827,04-02-2023 11.00,Night,Furnace_8,Hybrid,Borosilicate,189.4,3137.89,1431.1,1.12,2.19,34.3,74.0,C,No,Natural Gas,9.17,167.98,3.01,19.6,181.45
828,04-02-2023 12.00,Morning,Furnace_4,Hybrid,Borosilicate,72.76,3579.25,1513.4,3.87,0.75,21.7,3.0,C,Yes,Electricity,3.14,142.26,3.43,11.2,449.86
829,04-02-2023 13.00,Night,Furnace_3,Hybrid,Soda-lime,153.8,675.14,1549.2,2.9,4.98,37.8,60.0,A,No,Electricity,6.31,1013.9,0.53,22.9,887.53
830,04-02-2023 14.00,Afternoon,Furnace_9,Electric,Soda-lime,125.36,590.63,1629.4,2.3,1.3,39.8,29.0,A,Yes,Electricity,9.98,35.59,9.11,17.1,871.78
831,04-02-2023 15.00,Afternoon,Furnace_2,Hybrid,Lead,189.57,4588.03,1552.6,1.38,3.17,27.5,18.0,A,No,Electricity,9.32,185.05,9.27,17.5,132.72
832,04-02-2023 16.00,Morning,Furnace_7,Hybrid,Lead,173.99,1258.84,1529.7,1.22,4.81,25.7,34.0,C,No,Natural Gas,4.88,95.84,6.59,14.8,817.19
833,04-02-2023 17.00,Morning,Furnace_9,Gas,Soda-lime,106.73,3529.79,1455.1,2.33,4.94,38.7,26.0,C,No,Electricity,6.26,103.15,4.23,21.1,297.63
834,04-02-2023 18.00,Afternoon,Furnace_1,Gas,Lead,126.75,3344.65,1552.6,35.9,1.36,27.9,43.0,C,Yes,Electricity,8.75,84.75,1.23,17.5,905.28
835,04-02-2023 19.00,Night,Furnace_9,Hybrid,Borosilicate,104.48,2066.97,1625.0,1.3,4.14,38.8,22.0,A,No,Natural Gas,9.14,166.4,3.17,10.3,842.68
836,04-02-2023 20.00,Morning,Furnace_10,Hybrid,Borosilicate,23.24,3863.58,1540.0,1.5,2.63,15.3,43.0,C,Yes,Natural Gas,11.54,30.31,8.02,11.5,326.38
837,04-02-2023 21.00,Morning,Furnace_10,Electric,Borosilicate,113.10499999999999,4441.58,1510.3,2.79,4.4,33.3,53.0,B,No,Natural Gas,14.09,65.61,0.38,15.7,388.49
838,04-02-2023 22.00,Morning,Furnace_4,Electric,Lead,102.14,4623.76,1684.1,2.26,4.69,36.5,39.0,C,No,Electricity,4.49,42.61,3.04,11.9,132.47
839,04-02-2023 23.00,Morning,Furnace_2,Electric,Soda-lime,109.43,3092.54,1554.3,3.98,4.78,34.2,20.0,B,No,Electricity,4.59,60.34,1.83,20.9,658.91
840,05-02-2023 0.00,Night,Furnace_5,Electric,Soda-lime,144.03,3852.18,1563.7,2.3,3.99,17.5,8.0,C,Yes,Electricity,13.31,64.41,5.15,17.6,988.35
841,05-02-2023 1.00,Afternoon,Furnace_7,Gas,Borosilicate,159.59,4575.19,1668.8,1.67,1.28,33.8,29.0,B,Yes,Natural Gas,5.05,187.66,3.73,11.9,544.38
842,05-02-2023 2.00,Morning,Furnace_10,Hybrid,Lead,125.19,2020.4,1572.7,3.52,1.87,22.9,74.0,B,Yes,Electricity,13.22,100.3,8.06,13.0,237.65
843,05-02-2023 3.00,Morning,Furnace_3,Electric,Borosilicate,180.53,4894.49,1426.8,0.62,2.88,31.4,43.0,B,No,Natural Gas,5.25,122.28,1.74,14.1,759.14
844,05-02-2023 4.00,Morning,Furnace_5,Gas,Soda-lime,39.54,2822.24,1464.0,1.85,3.02,34.8,46.0,C,Yes,Natural Gas,8.7,87.2,8.87,13.3,569.53
845,05-02-2023 5.00,Morning,Furnace_7,Gas,Borosilicate,32.39,1587.94,1456.1,1.82,0.93,19.5,24.0,A,Yes,Electricity,6.84,39.21,5.6,18.7,672.17
846,05-02-2023 6.00,Afternoon,Furnace_10,Hybrid,Borosilicate,136.2,1485.57,1582.5,1.62,3.97,31.0,3.0,A,No,Natural Gas,130.1,108.57,0.57,16.5,271.38
847,05-02-2023 7.00,Morning,Furnace_10,Electric,Lead,141.17,20293.6,1502.4,1.28,4.57,28.0,17.0,C,Yes,Electricity,6.13,36.52,7.12,8.9,167.2
848,05-02-2023 8.00,Afternoon,Furnace_10,Gas,Borosilicate,61.14,4742.22,1696.5,1.81,4.48,37.2,29.0,A,Yes,Electricity,4.06,74.93,2.49,15.6,132.1
849,05-02-2023 9.00,Night,Furnace_10,Hybrid,Borosilicate,153.78,2058.62,1400.9,2.86,3.05,37.5,61.0,B,No,Electricity,3.1,124.12,0.42,13.7,266.96
850,05-02-2023 10.00,Morning,Furnace_6,Electric,Borosilicate,58.51,1296.26,1555.4,3.86,1.98,29.8,34.0,A,No,Natural Gas,4.54,168.07,0.16,14.2,901.47
851,05-02-2023 11.00,Afternoon,Furnace_10,Hybrid,Borosilicate,172.42,2913.91,1587.3,2.92,0.0,32.1,6.0,B,No,Natural Gas,13.25,95.83,4.87,21.7,802.12
852,05-02-2023 12.00,Morning,Furnace_9,Electric,Soda-lime,151.73,3596.1,1408.3,1.53,3.68,37.6,80.0,A,Yes,Natural Gas,12.53,75.47,6.29,12.9,995.08
853,05-02-2023 13.00,Afternoon,Furnace_6,Gas,Lead,97.89,2232.2,1529.6,2.15,3.94,24.3,77.0,A,No,Natural Gas,10.72,106.32,6.8,18.7,231.2
854,05-02-2023 14.00,Morning,Furnace_4,Hybrid,Soda-lime,60.49,2157.25,1493.2,2.14,0.26,32.8,5.0,B,Yes,Natural Gas,10.66,102.76,4.33,20.0,128.12
855,05-02-2023 15.00,Morning,Furnace_1,Hybrid,Lead,65.63,2913.91,1597.0,1.54,0.55,32.0,69.0,A,No,Electricity,14.99,67.01,6.82,16.3,254.89
